TIMESTAMP,ATTACHMENTS,AUTHOR,AUTHOR_ID,CHANNEL,CONTENT,QUESTION_TYPE,ISSUE_TYPE,MESSAGE_TYPE
2023-06-20 17:04:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-21 13:06:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-21 15:29:00,,bigimeyagazzz,9.85E+17,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-21 22:20:00,,crynomady,977102561939181600,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-22 9:33:00,,nickscavuzzo33,881305463831007200,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-22 15:18:00,,bigimeyagazzz,9.85E+17,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-22 16:31:00,,teodor_51,766604742024626200,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-23 17:52:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-23 18:44:00,,bigimeyagazzz,9.85E+17,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-24 18:42:00,,bigimeyagazzz,9.85E+17,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-25 4:35:00,,igorvolkov1,817426027675385900,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-25 15:43:00,,bigimeyagazzz,9.85E+17,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-26 5:05:00,,saltimbator,1002331736522367100,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-26 13:54:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-27 14:00:00,,khuraym,1080698406395187200,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-27 15:26:00,,goden8092,910640747219398700,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-27 15:37:00,,white_rider_,843831770062913500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],morning 👋🏻,,,
2023-06-27 16:29:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-27 17:27:00,,bigimeyagazzz,9.85E+17,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-28 17:04:00,,khuraym,1080698406395187200,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-29 15:59:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-29 16:46:00,,swish24_08,776809690734395400,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-29 21:31:00,,stip11,291700031805718500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-30 2:32:00,,mithridates0585,494972270310064100,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-06-30 15:16:00,,swish24_08,776809690734395400,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],https://tenor.com/view/hello-gif-25645320,,,
2023-06-30 16:50:00,,darkerth,409782374121996300,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm 👋,,,
2023-06-30 16:51:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-01 15:48:00,,khuraym,1080698406395187200,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-04 15:07:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-05 15:25:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-05 15:44:00,,stip11,291700031805718500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-06 16:44:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-06 19:23:00,,samtin0x,755040159749111900,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-06 23:15:00,,stip11,291700031805718500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-07 16:12:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-09 3:23:00,,khuraym,1080698406395187200,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-10 16:08:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-11 17:22:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-12 14:46:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-12 14:55:00,,white_rider_,843831770062913500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],morning everyone 👋🏻,,,
2023-07-14 15:15:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-15 13:47:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-17 13:47:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-18 14:01:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-18 18:03:00,,white_rider_,843831770062913500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],morning everyone 👋🏻,,,
2023-07-20 10:55:00,,hack.aiqc,904989471869640700,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-20 15:59:00,,white_rider_,843831770062913500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],aren't you an early bird....morning everyone,,,
2023-07-20 15:59:00,,white_rider_,843831770062913500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],https://tenor.com/view/morning-gif-25966359,,,
2023-07-22 22:51:00,,thirdpatriot,841010123136827400,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-25 14:03:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-25 17:21:00,,stip11,291700031805718500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-25 18:21:00,,zerofive.my.id,521895804231745540,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-26 23:25:00,,crynomady,977102561939181600,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-27 17:19:00,,stip11,291700031805718500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-29 5:27:00,,neodallas,896411627660914700,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-31 8:51:00,,berbiejane,1062795901636194400,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-31 16:24:00,,white_rider_,843831770062913500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],https://tenor.com/view/good-morning-scooby-doo-hello-gif-24548159,,,
2023-07-31 16:34:00,,birususama,3.87E+17,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm 😊,,,
2023-07-31 17:50:00,,qazim,285872460060950530,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-31 21:51:00,,stip11,291700031805718500,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
2023-07-31 22:58:00,,juanfueyo,6.98E+17,Ocean Protocol - GET STARTED - 🌞︱gm [911643560594505809],gm,,,
