TIMESTAMP,ATTACHMENTS,AUTHOR,AUTHOR_ID,CHANNEL,CONTENT,QUESTION_TYPE,ISSUE_TYPE,MESSAGE_TYPE
2023-03-29 1:02:00,,mantisclone,3.70E+17,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],,,,A2
2023-03-29 16:37:00,,white_rider_,843831770062913500,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],good morning to all the @🧑‍💻builder 🌊,,,F
2023-03-29 16:37:00,https://cdn.discordapp.com/attachments/1088751449271447552/1090555394130194492/Maki-levelup.png?ex=65def0db&is=65cc7bdb&hm=9c141b8b8045cc075cc944462c65ee3e662b0d24a4eec2496931630e06eed221&,Maki#4920,563434444321587200,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],**@white rider just advanced to level 4!**,,,F
2023-03-29 16:40:00,,robinlehmann,194817764236460030,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],https://tenor.com/view/hello-there-baby-yoda-mandolorian-hello-gif-20136589,,,F
2023-03-29 16:40:00,,birususama,3.87E+17,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],good morning everyone 😀,,,F
2023-03-29 16:59:00,,AutoBot#1760,294623609786204160,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],☀️,,,F*
2023-03-29 16:59:00,,white_rider_,843831770062913500,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],is great to have you all here 🌊  as we are processing the inbound requests from the builders form  more members will be added to this group. to give you some context for this group. we realised  through the feedback we received from you(thank you very much 🙏 ) that we we were not doing a great job in supporting the community members that are building with and on top of ocean. so we decided to pay more attention and allocate more resources specifically to for this.  we see this channel as a platform for you to receive practical assistance with the projects and tasks you are engaged in and also to connect like-minded people that are building with ocean.  with that being said  if you have any questions  ideas or other let's dive deep 🌊,,,B2
2023-03-30 22:17:00,,dudeamir,408537280685408260,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],anyone tried transfer datanft ownership to a safe multisig wallet and set the minter role after the transfer?,,,
2023-03-30 22:18:00,,dudeamir,408537280685408260,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],sorry asked without context  i assumed its builder channel and its relevant to ask here 😄,,,
2023-04-08 23:55:00,,ndehouche,800024001006141400,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],hello everyone  i am working on the daokit at https://haai.info. the idea is to offer daos ways to collect verifiable human intelligent input from their members and monetize it using ocean tech. one of our current use cases is medical diagnosis and peer review from nft-vetted medical doctors.,,,
2023-04-18 0:46:00,,alexcos20,6.25E+17,Ocean Protocol - CORE-TECH - 🌊┃builders [1088751449271447552],can you try with walletconnect?  it should work,,,
